Photo_Name,lumMean_UV_CLAW,lumSD_UV_CLAW,area_CLAW,maxPower_CLAW,maxFreq_CLAW,propPower_CLAW,sumPower_CLAW,meanPower_CLAW,powerSD_CLAW,G_Mean_CLAW,G_SD_CLAW,B_Mean_CLAW,B_SD_CLAW,UVB_Mean_CLAW,UVB_SD_CLAW,UVR_Mean_CLAW,UVR_SD_CLAW,Comb_UVB_UVR_Mean,UVB_UVR_div2
WD40A186,9.575,0.244,433,23.339,70.711,0.221,105.735,17.623,6.251,26790.18,8477.044,30716.886,10777.58,14836.229,3338.41,19664.627,2999.868,34500.856,17250.428
WD40A203,9.543,0.229,372,22.148,70.711,0.254,87.323,14.554,6.285,14116.994,3491.478,17021.722,6226.174,14340.527,3115.215,16886.866,2416.449,31227.393,15613.6965
WD40B148,9.692,0.274,455,32.766,282.843,0.269,121.695,20.283,10.367,26054.524,8245.766,38262.287,14072.626,16807.315,4222.128,19601.575,4389.848,36408.89,18204.445
WD41B56,9.541,0.243,383,29.225,141.421,0.19,153.424,25.571,2.918,46612.822,8156.422,52815.781,8850.11,14376.439,3392.648,16246.343,3108.473,30622.782,15311.391
WD41B73,9.661,0.257,295,41.156,100,0.204,201.677,33.613,6.06,36509.565,9174.49,40610.529,13670.44,16259.342,4042.714,19685.922,4219.19,35945.264,17972.632
WD43B38,9.659,0.43,480,53.668,100,0.19,282.212,47.035,6.202,30881.17,10967.439,44739.422,15835.641,17020.809,6244.699,19374.854,6978.065,36395.663,18197.8315
WD44A56,9.455,0.297,337,45.647,70.711,0.326,140.04,23.34,16.112,34040.797,14627.701,40089.932,16755.615,13354.931,3864.322,17427.015,3532.4,30781.946,15390.973
WD44A66,9.221,0.273,292,20.939,70.711,0.342,61.271,10.212,8.226,27675.454,12266.052,32258.956,14107.823,10481.291,2545.964,12969.563,2473.854,23450.854,11725.427
WD44B178,9.757,0.197,422,60.429,282.843,0.223,270.858,45.143,13.041,40584.309,10038.916,54525.524,12719.576,17613.112,3165.837,19578.545,3436.429,37191.657,18595.8285
WD44B196,9.7,0.201,359,25.179,141.421,0.2,125.643,20.941,4.194,48938.072,11659.003,57841.273,13886.354,16684.582,3270.295,19216.177,2920.89,35900.759,17950.3795
WD44B213,9.734,0.246,257,15.869,50,0.278,57.022,9.504,4.766,29767.284,8305.921,38707.009,10420.622,17512.394,4734.929,22146.136,4420.473,39658.53,19829.265
WD4A108,9.35,0.22,421,55.5,70.711,0.289,192.167,32.028,17.229,22376.621,6331.211,28507.941,8939.485,11775.974,2318.2,13092.211,2012.148,24868.185,12434.0925
WD4A126,9.512,0.176,345,40.807,70.711,0.326,125.303,20.884,14.25,39662.893,10180.586,46098.012,12126.094,13758.484,2372.771,19982.454,1791.558,33740.938,16870.469
WD4A146,9.715,0.219,315,104.848,200,0.229,457.594,76.266,23.79,39237.269,10858.111,52533.233,15373.159,17023.265,3638.813,19373.421,4234.922,36396.686,18198.343
WD4A98,9.122,0.257,386,24.867,70.711,0.235,105.767,17.628,7.026,9173.882,2857.236,14928.617,4893.748,9462.762,2310.508,9401.181,1883.891,18863.943,9431.9715
WD54A156,9.721,0.259,392,127.085,50,0.203,626.367,104.394,22.282,42641.505,13412.222,52280.77,16268.124,17219.254,4180.723,18614.118,4423.106,35833.372,17916.686
WD54A173,9.705,0.218,304,196.206,50,0.295,665.872,110.979,61.057,19674.92,8566.956,25503.965,9968.879,16792.891,3408.812,18353.87,3330.153,35146.761,17573.3805
WD54A48,9.689,0.134,369,133.54,141.421,0.249,537.092,89.515,32.004,38729.165,13926.903,52690.955,17998.279,16306.31,2155.492,17483.079,2018.915,33789.389,16894.6945
WD56A126,9.62,0.208,372,89.497,200,0.213,419.355,69.892,16.297,44962.718,8150.24,58757.448,12278.443,15390.725,2896.137,16327.074,2685.24,31717.799,15858.8995
WD57A138,9.845,0.321,433,53.775,70.711,0.306,175.694,29.282,19.628,26317.369,9537.009,31352.257,11155.891,19730.7,5174.06,25726.238,5037.17,45456.938,22728.469
WD57A186,9.612,0.252,396,55.265,70.711,0.301,183.882,30.647,20.148,18362.794,4774.162,21620.305,5084.486,15395.911,3444.373,19904.946,2929.833,35300.857,17650.4285
WD57A203,9.5,0.238,312,72.847,70.711,0.342,213.274,35.546,28.91,17163.693,6022.237,18107.334,6405.629,13764.779,3160.277,17749.851,2746.958,31514.63,15757.315
WD9A206,9.905,0.266,356,228.705,100,0.248,920.573,153.429,71.674,45109.516,10602.741,59089.646,14330.125,20682.707,4470.229,24254.022,4745.213,44936.729,22468.3645
WD9A213,9.419,0.329,318,142.204,70.711,0.203,700.694,116.782,29.968,30518.068,10811.256,38585.72,13086.432,13007.395,3977.422,16062.064,3990.37,29069.459,14534.7295
WD9B13,9.548,0.221,351,44.933,100,0.19,237.059,39.51,6.036,28487.603,9053.484,39541.256,14892.149,14408.827,3189.727,16779.218,3752.735,31188.045,15594.0225
DC10A106,10.187,0.275,286,21.54,50,0.39,55.233,9.205,7.889,51880.996,5652.704,58594.984,6818.31,27488.62,6468.632,30231.278,6330.706,57719.898,28859.949
DC10A123,9.972,0.493,277,39.471,100,0.328,120.178,20.03,13.603,44980.201,6180.566,50254.531,10642.555,24054.992,10977.807,26400.833,11258.144,50455.825,25227.9125
DC10B23,9.672,0.491,240,67.898,50,0.39,174.078,29.013,27.791,36632.948,10982.191,38896.607,13629.489,17851.414,8431.732,20279.792,8782.98,38131.206,19065.603
DC11A176,9.604,0.337,407,121.787,100,0.261,466.83,77.805,40.347,49156.945,10830.779,61753.021,15182.099,15674.411,5077.911,16664.49,5226.45,32338.901,16169.4505
DC11B106,9.982,0.258,341,187.559,141.421,0.223,840.178,140.03,38.878,47599.008,10163.583,59651.448,9722.778,22437.012,6174.074,25583.759,7471.664,48020.771,24010.3855
DC11B123,9.698,0.332,282,808.57,50,0.355,2275.508,379.251,291.185,47402.837,7419.581,57180.543,11612.142,17330.086,6266.041,20199.031,6531.257,37529.117,18764.5585
DC11B28,10.175,0.217,415,159.853,141.421,0.215,743.577,123.929,29.026,37855.239,6414.632,52766.82,10617.46,26818.565,4888.37,28815.741,5175.265,55634.306,27817.153
DC14A156,9.803,0.502,410,147.554,100,0.247,598.483,99.747,40.565,42578.008,6984.104,56209.573,11063.663,20462.392,9770.773,22263.453,10561.705,42725.845,21362.9225
DC14A183,10,0.544,318,142.487,100,0.27,526.879,87.813,44.64,38544.321,10689.787,45211.112,14183.666,25169.627,11364.871,27686.968,11678.59,52856.595,26428.2975
DC14A63,9.678,0.247,382,1049.511,50,0.339,3098.734,516.456,399.444,54228.734,7605.451,65236.398,9952.223,16465.783,3799.205,17151.304,3429.482,33617.087,16808.5435
DC14A73,9.404,0.27,244,85.297,100,0.312,273.172,45.529,30.398,30247.122,9332.677,35770.078,11867.55,12697.045,3527.137,14638.785,3193.359,27335.83,13667.915
DC14A98,9.885,0.315,440,1566.714,141.421,0.217,7223.756,1203.959,330.34,44965.133,8360.818,55822.216,8604.268,20683.024,6393.891,22965.029,7443.456,43648.053,21824.0265
DC14B26,9.709,0.453,254,23.652,50,0.287,82.358,13.726,8.558,43168.389,9488.862,53996.601,13260.201,18268.212,8308.504,20367.578,7933.823,38635.79,19317.895
DC14B33,9.738,0.271,262,27.167,70.711,0.289,94.002,15.667,10.115,40739.109,9649.754,50670.647,10402.172,17584.197,4195.014,19683.678,3702.168,37267.875,18633.9375
DC14B53,9.579,0.383,272,554.18,50,0.527,1051.666,175.278,200.463,41787.408,12088.373,52960.989,18755.315,15566.231,5800.145,17342.882,6584.071,32909.113,16454.5565
DC15A126,9.769,0.213,288,296.133,50,0.555,533.881,88.98,113.621,51599.324,6481.53,59359.993,11220.633,17938.496,3779.659,20524.505,4162.397,38463.001,19231.5005
DC15A38,9.767,0.244,471,75.725,70.711,0.279,270.959,45.16,26.25,48073.432,8564.065,60612.614,10629.851,17977.496,3853.85,20094.138,3820.219,38071.634,19035.817
DC7A223,10.174,0.592,257,37.945,100,0.347,109.4,18.233,12.999,33469.199,10432.493,40072.267,13724.641,30014.934,11954.496,32909.126,12168.914,62924.06,31462.03
DC9A166,9.851,0.489,367,131.364,100,0.269,488.226,81.371,45.386,41206.598,11186.749,46876.723,13458.185,20844.072,7206.461,21979.482,7305.88,42823.554,21411.777
DC9A173,9.632,0.653,282,14.193,100,0.222,63.935,10.656,3.29,30889.658,7997.078,37074.856,8950.209,18636.061,11137.148,20610.358,10996.75,39246.419,19623.2095
DC9A188,10.134,0.228,442,100.249,100,0.216,465.143,77.524,20.824,37880.582,4923.194,53174.997,11256.352,25766.129,4596.827,27672.139,4627.044,53438.268,26719.134
DC10A106,10.189,0.276,284,21.421,50,0.391,54.745,9.124,7.825,52009.579,5652.496,58806.282,6824.175,27546.989,6547.002,30271.191,6384.479,57818.18,28909.09
DC10A123,9.96,0.483,275,39.505,100,0.329,119.901,19.983,13.636,44771.957,5705.874,49723.539,8835.415,23691.021,10695.842,26128.391,11228.746,49819.412,24909.706
DC10B23,9.673,0.494,238,68.074,50,0.393,173.367,28.894,27.735,36447.44,10181.391,38744.579,12624.433,17893.041,8451.639,20364.727,8835.551,38257.768,19128.884
DC11A176,9.609,0.352,404,122.136,100,0.261,467.539,77.923,40.421,48586.747,10054.078,61042.486,13946.509,15836.788,5395.213,16902.307,5622.17,32739.095,16369.5475
DC11B106,9.979,0.261,339,186.979,141.421,0.223,838.889,139.815,39.156,46868.72,9669.388,59135.443,9554.992,22409.673,6208.451,25636.391,7607.513,48046.064,24023.032
DC11B123,9.706,0.387,281,805.423,50,0.356,2261.514,376.919,290.234,48736.991,10769.392,58727.217,15752.221,17801.653,7385.209,20744.337,7768.455,38545.99,19272.995
DC11B28,10.172,0.219,412,160.148,141.421,0.216,742.553,123.759,29.158,37397.548,6153.426,52705.282,11020.848,26739.575,4915.566,28795.315,5211.955,55534.89,27767.445
DC14A156,9.806,0.503,408,148.079,100,0.248,598.002,99.667,40.77,42817.329,7284.433,56504.226,11693.843,20538.289,9783.603,22323.538,10552.825,42861.827,21430.9135
DC14A183,10.004,0.543,316,142.649,100,0.271,525.936,87.656,44.836,38588.292,9582.735,45252.773,12617.111,25246.01,11334.698,27771.839,11664.809,53017.849,26508.9245
DC14A63,9.674,0.237,380,1048.454,50,0.34,3081.055,513.509,399.249,54104.732,7680.192,65015.741,10227.773,16371.285,3710.702,17064.21,3443.474,33435.495,16717.7475
DC14A73,9.404,0.26,243,85.322,100,0.312,273.124,45.521,30.51,29982.292,8924.701,35458.282,11248.477,12664.527,3369.89,14548.78,2968.657,27213.307,13606.6535
DC14A98,9.875,0.327,437,1562.718,141.421,0.217,7213.55,1202.258,330.475,43960.763,7689.574,55220.225,8557.007,20538.987,6607.006,22927.73,7676.717,43466.717,21733.3585
DC14B26,9.694,0.441,253,23.735,50,0.289,82.24,13.707,8.595,42886.455,8372.542,53570.55,10947.366,17921.68,8058.325,20028.982,7738.188,37950.662,18975.331
DC14B33,9.751,0.273,261,27.373,70.711,0.291,94.2,15.7,10.205,41595.188,10666.729,51332.294,11132.225,17847.95,4298.775,19929.195,3796.111,37777.145,18888.5725
DC14B53,9.588,0.378,270,550.404,50,0.528,1042.995,173.832,199.172,42370.403,11884.407,53396.388,18821.827,15679.885,5757.956,17421.267,6615.665,33101.152,16550.576
DC15A126,9.769,0.205,286,293.668,50,0.555,529.031,88.172,112.656,51426.074,6048.698,58534.218,9629.013,17897.239,3583.187,20344.174,3720.726,38241.413,19120.7065
DC15A143,9.558,0.589,274,76.281,100,0.306,248.896,41.483,26.446,27062.951,8438.616,31638.051,12777.734,16276.614,6852.503,17349.633,6814.32,33626.247,16813.1235
DC15A198,10.655,0.512,296,162.076,100,0.251,645.961,107.66,47.382,51413.707,12827.925,65919.995,11949.549,47558.788,20146.052,51620.608,19782.418,99179.396,49589.698
DC15A38,9.769,0.248,469,75.903,70.711,0.28,271.091,45.182,26.204,47961.926,8333.124,60345.913,10236.329,18042.903,3967.332,20120.589,3845.335,38163.492,19081.746
DC16A66,10.745,0.237,343,108.166,141.421,0.27,401.057,66.843,33.17,49209.105,7435.791,60311.95,9259.87,47451.116,7866.127,51498.97,7794.837,98950.086,49475.043
DC16B16,9.615,0.43,313,67.539,50,0.343,196.702,32.784,21.904,50528.574,7700.818,60749.035,9088.189,16397.159,6752.144,17751.257,6692.741,34148.416,17074.208
DC16B33,10.254,0.412,268,74.481,50,0.319,233.527,38.921,22.296,52989.741,7342.734,62413.517,9739.198,30379.572,8817.611,33099.633,8893.171,63479.205,31739.6025
DC20A183,9.611,0.411,256,466.323,50,0.349,1337.061,222.844,166.471,37846.097,8174.2,42098.866,10434.448,16294.371,6484.482,18365.569,6651.515,34659.94,17329.97
DC20A186,9.724,0.249,396,66.609,70.711,0.267,249.098,41.516,24.138,46021.99,7575.694,52283.473,8134.187,17256.341,3816.584,18283.547,3923.897,35539.888,17769.944
DC20A48,9.533,0.326,456,1012.414,50,0.274,3690.728,615.121,331.669,36931.845,7836.509,49695.306,11155.49,14538.722,4154.327,16526.524,5571.057,31065.246,15532.623
DC20A58,9.741,0.258,486,956.435,50,0.256,3738.155,623.026,290.332,43036.751,9672.938,55952.362,13695.637,17559.942,3911.476,18771.723,4554.172,36331.665,18165.8325
DC21A13,9.443,0.421,325,959.815,50,0.362,2648.791,441.465,368.794,35881.146,8946.976,44743.59,16514.342,13784.792,5485.01,15373.667,6658.673,29158.459,14579.2295
DC7A223,10.175,0.596,255,38.096,100,0.349,109.24,18.207,13.046,33824.228,10664.438,40457.707,14208.922,30073.533,11979.822,32960.864,12179.86,63034.397,31517.1985
DC9A166,9.836,0.497,365,131.41,100,0.269,488.031,81.338,45.355,41419.939,11540.133,47040.637,13807.958,20619.625,7265.265,21751.331,7377.919,42370.956,21185.478
DC9A173,9.633,0.655,280,14.191,100,0.222,63.789,10.632,3.344,30830.942,7898.8,37018.156,8914.232,18661.691,11146.497,20633.942,10993.403,39295.633,19647.8165
DC9A188,10.134,0.228,439,100.055,100,0.216,463.544,77.257,20.806,38104.146,4759.205,53152.607,10986.594,25753.41,4568.789,27647.139,4606.443,53400.549,26700.2745
EC10B103,9.579,0.388,324,1378.323,50,0.269,5115.534,852.589,485.644,46193.532,13683.069,58729.525,18009.075,15586.772,5704.74,17295.178,6504.723,32881.95,16440.975
EC12A13,9.628,0.402,274,500.634,50,0.46,1088.757,181.459,196.395,40684.553,15869.524,52557.701,17769.876,16579.989,6917.45,18578.174,7149.14,35158.163,17579.0815
EC12B103,9.717,0.382,245,31.215,70.711,0.198,157.302,26.217,4.682,55253.916,16703.486,63344.779,18311.415,17948.996,7057.899,20734.426,7608.84,38683.422,19341.711
EC13B16,9.898,0.276,384,90.001,200,0.238,378.181,63.03,15.725,55659.777,12211.539,67158.637,14455.635,20698.716,5448.636,22471.005,5090.681,43169.721,21584.8605
EC13B56,9.569,0.251,356,1551.104,50,0.371,4178.978,696.496,604.096,40426.466,12334.711,53635.184,15800.762,14808.397,3605.435,16383.831,3238.028,31192.228,15596.114
EC13B83,9.827,0.27,252,698.832,50,0.292,2395.009,399.168,235.888,49889.478,14672.481,59467.19,16891.354,19315.604,5547.831,22936.48,6274.004,42252.084,21126.042
EC13B93,9.645,0.279,247,14.551,50,0.299,48.708,8.118,3.613,27947.019,8801.093,32482.356,10755.173,16137.943,4458.153,19307.256,4001.818,35445.199,17722.5995
EC16B86,9.985,0.41,331,1181.885,70.711,0.249,4742.682,790.447,418.588,41321.993,14388.409,47431.773,15459.235,23395.081,7941.569,24652.936,7920.548,48048.017,24024.0085
EC23B106,9.418,0.304,441,281.191,50,0.23,1220.504,203.417,70.623,34443.675,10507.479,46714.479,13149.669,12903.969,3863.102,14429.711,4537.898,27333.68,13666.84
EC2B86,10.106,0.619,288,29.149,200,0.266,109.422,18.237,7.116,47017.298,11232.678,59419.031,13943.015,29505.983,17354.825,31783.091,17986.664,61289.074,30644.537
EC3B16,9.75,0.564,242,1172.009,50,0.294,3982.473,663.746,453.517,32305.022,10667.503,43311.103,13315.305,19803.633,9556.696,21263.317,9345.527,41066.95,20533.475
EC3B43,9.4,0.51,227,17.415,50,0.275,63.257,10.543,4,37709.579,10151.785,49607.751,15554.977,13849.469,7463.654,14451.111,7456.534,28300.58,14150.29
EC4B46,9.998,0.5,385,44.164,200,0.236,186.924,31.154,10.621,46358.704,10390.779,56861.933,12040.859,24909.512,12229.885,26163.088,11993.345,51072.6,25536.3
EC4B83,9.636,0.453,278,18.547,50,0.293,63.229,10.538,4.084,40206.755,9566.844,51945.455,14471.577,17024.905,7940.478,18603.516,8806.422,35628.421,17814.2105
EC5B26,10.063,0.517,357,21.897,50,0.248,88.309,14.718,3.558,53421.117,14125.955,66672.529,16532.829,27033.579,14972.156,30264.279,16244.676,57297.858,28648.929
EC5B43,9.986,0.705,263,15.159,50,0.252,60.267,10.045,3.002,50913.515,13133.208,60247.802,14307.906,28496.097,22404.802,30313.781,22117.524,58809.878,29404.939
EC6B76,10.028,0.522,395,19.326,50,0.228,84.899,14.15,4.977,52182.358,11929.058,63668.387,15376.061,26126.38,14308.18,28221.912,14223.838,54348.292,27174.146
EC6B93,9.615,0.302,318,21.735,50,0.31,70.039,11.673,5.916,29951.386,14496.097,38383.771,15653.376,15755.013,4640.497,18425.883,4653.396,34180.896,17090.448
EC7B93,9.769,0.324,293,1077.35,50,0.32,3362.888,560.481,405.343,37661.937,9635.729,50475.81,13177.246,18539.695,6267.655,21707.734,7546.049,40247.429,20123.7145
ER12B76,9.788,0.461,363,1196.594,50,0.26,4600.945,766.824,360.719,35301.837,8618.241,51029.981,12859.911,19825.335,8835.959,21721.746,8736.274,41547.081,20773.5405
ER13A83,9.265,0.605,222,6.067,200,0.2,30.391,5.065,0.877,24731.045,9616.563,37157.567,15461.154,12936.892,8903.246,14559.273,9688.041,27496.165,13748.0825
ER14B113,9.81,0.699,159,1070.751,50,0.381,2813.453,468.909,413.716,21645.066,6932.547,31735.595,8914.167,22682.774,13221.66,23934.389,13151.937,46617.163,23308.5815
ER14B73,9.798,0.621,199,347.635,50,0.312,1113.246,185.541,117.777,31300.424,9208.777,43637.661,13079.166,21904.609,13526.189,25093.949,14329.672,46998.558,23499.279
ER14B96,9.699,0.737,225,897.706,50,0.315,2847.148,474.525,334.354,38437.087,13015.05,48781.586,15643.518,21014.526,13783.064,23037.304,13970.422,44051.83,22025.915
ER15B126,9.932,0.736,286,708.912,50,0.291,2438.276,406.379,239.91,32316.364,11539.121,46682.58,16924.701,26517.449,17510.519,29163.442,18633.715,55680.891,27840.4455
ER15B133,9.98,0.667,228,885.997,50,0.387,2288.197,381.366,342.053,19535.212,7504.197,26079.673,9534.492,26400.118,14987.242,29105.518,14967.158,55505.636,27752.818
ER16B103,9.592,0.792,206,810.78,50,0.347,2336.964,389.494,306.946,22681.03,7006.807,34431.899,11910.338,19999.864,15449.338,21696.859,16157.989,41696.723,20848.3615
ER16B86,10.235,0.534,287,647.193,50,0.304,2132.238,355.373,229.815,38817.035,11012.969,52971.415,13518.033,31220.32,12159.929,34811.645,13178.396,66031.965,33015.9825
ER17B123,9.915,0.756,186,1166.214,50,0.356,3271.838,545.306,448.079,26505.007,10450.372,32382.552,11017.531,26095.463,16427.575,28285.242,16218.593,54380.705,27190.3525
ER17B56,9.996,0.427,280,715.714,50,0.333,2150.636,358.439,260.903,36050.092,9714.455,48939.768,13829.763,23739.917,8037.306,26216.559,8226.948,49956.476,24978.238
ER1B103,9.755,0.544,278,903.042,50,0.314,2875.298,479.216,338.249,43559.777,12535.608,60484.372,17732.211,20138.685,11290.44,23062.077,12192.887,43200.762,21600.381
ER1B56,9.634,0.349,343,1733.885,50,0.405,4285.755,714.293,654.67,41449.462,10798.127,57937.399,17409.901,16217.192,5208.956,17631.82,6815.619,33849.012,16924.506
ER22B13,9.687,0.476,237,295.861,50,0.572,517.253,86.209,114.667,18811.454,7218.503,24835.415,9797.599,18048.869,8278.319,20293.45,8729.915,38342.319,19171.1595
ER22B66,10.499,0.088,257,19.398,100,0.207,93.638,15.606,3.51,39021.274,8221.764,50536.389,11388.481,36431.952,3183.391,39174.531,2920.31,75606.483,37803.2415
ER23A133,9.318,0.625,256,237.638,70.711,0.269,882.135,147.023,85.919,20745.377,7012.308,30046.185,11897.987,14076.731,11328.555,15207.64,11544.444,29284.371,14642.1855
ER2A123,9.658,0.397,224,29.001,50,0.286,101.553,16.925,6.566,40287.644,10018.856,54555.741,15161.268,16949.899,6082.23,18908.651,6932.785,35858.55,17929.275
ER2A56,9.512,0.223,324,924.29,50,0.284,3250.541,541.757,332.412,44854.166,10433.532,59261.261,14417.64,13899.103,2823.287,14610.731,2720.235,28509.834,14254.917
ER2B76,10.872,0.472,291,51.444,100,0.214,240.08,40.013,9.165,54220.532,15591.16,58423.084,14654.071,57793.131,20339.821,67487.344,21686.47,125280.475,62640.2375
ER5B103,8.957,0.275,171,1596.91,50,0.341,4678.716,779.786,628.785,15101.884,3098.535,23700.435,6136.591,8097.862,2251.984,8359.068,2242.646,16456.93,8228.465
ER6A26,9.569,0.253,264,2253.834,50,0.315,7150.782,1191.797,896.141,34826.307,10353.014,50700.723,16989.489,14864.25,3744.684,15615.509,2517.274,30479.759,15239.8795
ER7A36,9.836,0.142,244,383.557,50,0.287,1336.064,222.677,130.832,42976.47,14957.492,57478.57,19449.172,18922.514,2655.556,21655.205,2838.512,40577.719,20288.8595
ER7A63,9.967,0.628,262,8.655,50,0.266,32.49,5.415,1.701,36687.573,11779.458,49389.909,15978.457,25789.114,14910.583,27578.912,15062.387,53368.026,26684.013
ER8B103,9.234,0.338,232,1107.386,50,0.493,2244.185,374.031,425.671,21609.897,6879.142,36309.459,11486.166,10881.907,3723.12,13124.175,4907.786,24006.082,12003.041
ER8B86,9.696,0.474,311,23.181,200,0.266,87.178,14.53,6.068,38475.744,10195.899,49001.353,13304.295,18414.16,10160.985,20369.857,9848.29,38784.017,19392.0085
GP11A126,9.965,0.321,431,674.687,50,0.325,2073.56,345.593,253.27,38927.326,9939.491,55832.559,17271.823,22329.763,6442.039,24006.906,7176.066,46336.669,23168.3345
GP14B16,9.883,0.357,351,23.634,200,0.202,116.98,19.497,3.329,29198.873,7346.175,38852.582,9933.115,20672.54,5679.327,22280.71,6007.474,42953.25,21476.625
GP19B16,10.133,0.182,337,828.688,50,0.464,1787.693,297.949,311.842,17047.746,2786.629,24188.188,5171.427,25605.252,4619.227,27736.779,5152.724,53342.031,26671.0155
GP33A116,9.699,0.2,381,1166.064,50,0.383,3045.426,507.571,452.174,42009.154,11871.376,57160.426,16234.757,16642.223,3000.468,17464.243,3001.241,34106.466,17053.233
GP33A123,9.685,0.423,282,14.747,200,0.203,72.701,12.117,3.041,32367.818,15593.571,42128.51,16800.875,17659.606,7664.308,19762.398,7083.228,37422.004,18711.002
GP37B26,10.158,0.617,295,57.058,141.421,0.33,172.86,28.81,18.603,29743.849,9229.304,42381.088,13366.437,30570.51,15751.226,32478.617,15888.949,63049.127,31524.5635
GP37B73,9.757,0.299,267,970.392,50,0.303,3206.986,534.498,369.401,33246.161,9495.256,42935.638,10272.529,17999.984,4586.064,19169.565,4273.633,37169.549,18584.7745
GP42A13,9.34,0.372,219,43.335,200,0.253,171.047,28.508,11.792,24129.2,8461.181,31533.7,10862.34,12207.454,4079.368,13527.686,4248.227,25735.14,12867.57
AR14A13,9.082,0.189,215,574.85,50,0.546,1052.007,175.334,221.665,22860.003,8333.662,27027.887,12275.896,8981.335,1647.923,10702.574,1966.822,19683.909,9841.9545
AR20B16,9.281,0.234,307,835.879,50,0.253,3309.723,551.621,269.763,35972.046,3416.713,46134.858,4688.114,11088.369,2616.37,11894.251,2584.131,22982.62,11491.31
AR26A26,9.895,0.197,413,126.194,141.421,0.207,610.365,101.727,26.637,48657.752,8336.312,62372.126,9701.75,20214.803,3662.222,22519.937,3414.153,42734.74,21367.37
AR26A73,9.547,0.225,315,100.212,100,0.263,380.555,63.426,26.205,42190.772,6207.251,47643.903,7859,14381.979,2957.217,17006.915,3033.46,31388.894,15694.447
DC21A148,9.567,0.208,428,61.697,50,0.199,309.8,51.633,9.555,42836.51,8600.95,60221.005,13937.885,14640.475,2890.367,16145.136,4053,30785.611,15392.8055
DC21AB26,9.558,0.263,301,15.544,100,0.278,55.856,9.309,4.968,57875.533,4761.698,66080.365,4790.809,14753.727,4292.334,16835.482,4796.175,31589.209,15794.6045
DC21B58,10.002,0.25,453,559.518,50,0.336,1664.128,277.355,199.694,50806.294,9067.075,65434.951,12154.686,22730.313,5059.8,24613.191,5159.668,47343.504,23671.752
DC21B83,9.614,0.289,326,167.446,70.711,0.262,638.693,106.449,57.785,36069.197,11229.551,44765.496,9942.561,15666.341,4218.74,17965.885,3929.446,33632.226,16816.113
DC21B86,9.67,0.218,387,1055.379,50,0.323,3263.783,543.964,399.512,48897.426,6166.584,61026.625,10025.807,16208.492,3141.093,17421.872,3268.163,33630.364,16815.182
DC23A248,9.815,0.324,535,50.136,141.421,0.236,212.385,35.397,10.703,49349.136,9959.246,62304.449,9958.456,19268.715,5739.592,20387.355,5567.668,39656.07,19828.035
DC23B153,9.345,0.272,280,740.407,50,0.479,1546.127,257.688,285.083,27150.883,7190.846,31032.569,5998.232,11852.905,2740.431,13185.414,2935.623,25038.319,12519.1595
DC23B68,9.807,0.273,379,745.545,50,0.344,2165.483,360.914,278.184,43599.589,9940.887,52340.742,16585.422,18774.724,4047.216,20483.607,3972.328,39258.331,19629.1655
DC23B86,9.665,0.339,419,59.906,50,0.254,235.666,39.278,11.376,38234.23,11815.231,47765.468,13743.292,16620.255,4823.375,17744.286,4434.927,34364.541,17182.2705
DC29A103,9.702,0.248,300,80.953,50,0.298,271.628,45.271,23.819,40403.145,7081.048,46774.966,7117.508,16883.234,4049.843,18984.92,4213.627,35868.154,17934.077
DC29A128,9.712,0.317,412,379.114,50,0.289,1310.124,218.354,102.551,45259.645,10727.696,58542.508,10865.711,17428.869,5086.313,20007.117,5159.162,37435.986,18717.993
DC29A168,9.817,0.381,439,48.816,200,0.221,220.46,36.743,9.778,42572.349,13004.912,56004.079,17338.43,19805.374,7643.712,21783.636,7647.187,41589.01,20794.505
DC29A86,9.617,0.315,392,272.167,50,0.282,966.532,161.089,82.07,43274.238,9257.595,50975.418,9907.645,15843.392,5209.663,17903.39,5510.03,33746.782,16873.391
EC11B118,9.891,0.2,394,289.497,50,0.284,1018.082,169.68,79.994,48455.343,10588.41,61478.228,12709.586,20165.212,3813.625,22790.281,4137.62,42955.493,21477.7465
EC11B146,9.608,0.228,385,66.445,50,0.361,183.85,30.642,24.197,42795.042,8071.753,53221.297,9769.544,15306.519,3289.028,17496.268,3847.636,32802.787,16401.3935
EC15B203,9.634,0.182,189,401.865,50,0.389,1032.177,172.029,143.519,25646.376,7361.189,31824.276,8801.014,15560.268,2535.927,19485.902,1947.924,35046.17,17523.085
EC22B126,9.613,0.19,283,13.451,100,0.263,51.191,8.532,4.577,43306.946,13516.426,50814.466,14691.616,15240.79,2735.254,17369.985,2418.106,32610.775,16305.3875
EC22B13,9.746,0.245,285,1189.061,50,0.27,4397.487,732.915,421.017,32526.214,9337.186,41498.946,11589.612,17687.44,4231.022,19216.461,4210.113,36903.901,18451.9505
EC25B218,9.529,0.17,332,71.709,50,0.271,264.582,44.097,16.852,36963.953,13364.819,45524.751,15955.956,13987.356,2351.195,17192.817,2609.257,31180.173,15590.0865
EC25B228,9.321,0.23,349,1040.399,50,0.411,2530.543,421.757,397.848,33746.092,12218.098,40552.7,13523.552,11477.174,2453.916,12850.301,1916.781,24327.475,12163.7375
EC25B236,9.889,0.241,480,657.921,50,0.317,2075.912,345.985,227.935,58089.887,15760.835,70106.749,18574.424,20285.746,4481.702,22230.766,4376.586,42516.512,21258.256
